wxn1,wxn2,wxn3,wxn4,wxn5,wxn6,wxn7,wxn8,wxn9,wxn10,wxn11,wxn12,wxn13,y0
2,960,6.57,4.79,65,34,19.53,7.75,12,1,5,1,1,1
2,961,9.38,4.61,28,33,21.338,2.73,13,2,3,2,1,1
2,962,6.17,3.09,56,26,19.297,5.09,9,1,5,1,1,0
2,963,8.44,8.57,34,26,22.583,4.05,23,1,5,1,1,1
2,964,7.54,5.44,38,27,24.524,6.53,16,1,5,2,1,0
2,967,7.7,8.21,25,29,18.491,7.23,12,1,5,1,1,0
2,968,5.83,5.56,38,24,24.139,10.46,24,2,5,1,1,1
2,970,8.1,14.7,52,29,24.426,8.82,20,2,5,1,2,1
2,971,8.07,6.84,50,30,18.662,14.59,27,2,3,1,2,1
2,972,6.72,5.09,27,27,23.624,4.87,24,1,5,2,1,1
2,973,6.79,1.86,39,23,19.88,3.06,12,2,5,2,1,1
2,974,7.91,3.62,48,25,21.34,8.94,25,2,3,1,1,1
2,975,7.1,4.99,25,30,22.039,6.49,27,1,5,1,2,1
2,976,4.99,6.12,24,30,22.893,4.69,23,2,3,1,4,0
2,977,5.13,4.52,66,23,19.721,2,13,2,5,1,3,0
2,978,9.93,4.39,1,30,22.547,2.54,13,2,3,2,4,1
2,980,7.8,6.36,23,29,22.406,5.8,22,2,3,1,4,1
2,983,7.33,7.18,31,29,25.204,6.92,22,2,5,1,2,1
2,984,5.21,6.93,18,25,21.613,8.04,29,1,5,1,1,1
2,985,7.1,12.76,26,28,25.391,7.77,26,2,5,1,4,1
2,986,6.15,4.55,30,30,22.432,5.27,21,2,3,2,1,0
2,987,6.56,8.79,44,29,26.564,4.89,24,1,5,1,2,1
2,988,8.1,9.13,17,32,22.376,14.43,33,1,5,1,4,0
2,989,6.91,7.63,33,31,18.591,7.64,16,1,5,2,1,1
2,990,6.03,5.5,44,29,20.937,5.18,9,2,3,1,1,0
2,992,7.26,6.27,49,26,27.937,9.16,33,2,5,2,2,1
2,993,5.56,4.22,35,26,21.358,9.86,17,2,3,2,1,0
2,994,4.85,5.13,52,28,18.48,9.02,27,2,3,1,1,1
2,995,6.92,3.3,21,29,25.69,7.81,17,2,5,2,1,0
2,997,5.15,1.67,25,30,24.97,3.09,14,2,3,1,1,0
2,998,5.39,4.07,27,31,23.828,7.26,25,1,5,2,1,1
2,999,7.48,10.52,61,25,18.697,7.63,26,2,3,1,4,0
2,1000,7.92,13.38,34,30,21.79,10.16,27,1,5,2,2,0
2,1001,7.89,6.57,21,25,23.335,2.06,18,2,5,2,1,0
2,1002,4.7,3.77,21,30,27.64,5.97,22,2,5,2,4,1
2,1003,6.64,2.83,58,28,19.223,9.19,14,2,3,1,3,0
2,1004,7.31,5.46,19,28,24.129,5.31,18,2,5,1,1,1
2,1005,8.36,4.22,49,24,19.531,4.67,16,2,5,2,1,1
2,1006,9.41,18.64,39,28,19.148,4.52,18,2,5,1,2,1
2,1007,7.63,4.36,25,26,18.424,4.09,12,2,3,2,1,1
2,1009,7.15,4.35,32,32,20.32,6.46,13,2,3,1,1,1
2,1010,8.46,15.12,71,33,27.689,9.27,33,1,5,1,2,1
2,1013,8.9,9.1,56,27,22.481,8.96,23,2,3,1,2,1
2,1014,3.95,4.24,23,22,20.937,2.63,18,2,5,1,2,1
2,1015,9.92,9.45,11,31,26.564,23.5,40,2,3,1,2,0
2,1016,6.42,8.61,24,21,20.269,6.26,15,2,3,1,4,0
2,1018,6.69,6.83,31,27,29.3,3.07,29,2,5,2,1,1
2,1020,7.39,3.11,64,29,22.406,3.96,18,2,3,2,4,1
2,1021,8.12,13.66,57,27,29.242,7.8,27,1,5,1,4,1
2,1022,9.3,14.74,72,32,25.352,7.19,18,1,5,1,4,0
2,1024,6.41,4.53,25,28,21.36,12.29,23,1,5,1,2,1
2,1025,6.26,4.95,33,31,25.39,5.14,19,2,3,2,2,1
2,1026,6.28,3.61,36,27,21.644,3.46,10,1,5,1,4,1
2,1027,5.22,5.62,21,28,28.835,8.45,21,2,5,1,2,1
2,1028,6.65,10.51,59,27,27.099,7.69,28,1,5,1,2,1
2,1030,6.19,8.52,69,28,18.75,7.27,24,1,5,2,1,1
2,1031,6,10.52,62,34,20.478,7.01,20,2,5,2,1,1
2,1032,6.23,4.45,44,31,25.78,8.05,18,1,5,1,1,1
2,1033,5.62,5.03,39,27,23.052,6.11,21,1,5,2,4,0
2,1034,8.24,5.19,26,34,22.92,3.44,13,2,5,2,1,1
2,1037,9.44,4.8,26,32,17.333,6.2,9,1,5,1,3,1
2,1040,7.72,4.57,24,27,27.182,2.7,21,2,3,2,1,0
2,1041,7.65,2.28,37,28,23.725,5.73,17,2,3,1,1,1
2,1042,6.48,2.35,23,33,24.314,5.35,18,2,3,2,4,1
2,1043,7.76,5.88,39,31,24.088,6.55,20,2,5,1,2,1
2,1044,5.08,5.29,26,29,23.62,3.73,12,1,5,2,4,1
2,1045,5.52,5.07,29,32,20.89,6.18,17,1,5,1,2,0
2,1046,9.87,3.75,21,28,20.438,5.55,20,2,3,1,1,0
2,1047,7.7,7.33,34,29,19.467,8.55,22,2,5,1,4,1
2,1048,7.28,6.51,57,30,20.447,5.47,17,2,3,2,1,0
2,1050,4.93,4.09,21,28,21.67,3.42,11,2,5,1,1,1
2,1051,8.82,3.3,17,29,25.78,3.09,11,2,5,2,1,1
2,1052,6.36,10.48,21,26,20.893,10.1,22,2,5,2,1,1
2,1053,5.85,2.96,67,26,23.533,4.74,10,2,3,1,1,1
2,1055,5.52,10.01,56,26,22.854,5.15,31,1,5,1,1,1
2,1056,7.73,5.23,44,21,22.231,4.65,21,2,5,1,4,1
2,1057,8.65,5.02,38,31,22.863,9.27,16,2,5,1,1,0
2,1058,6.17,2.66,41,26,27.539,8.34,14,2,5,1,4,1
2,1060,5.54,3.26,26,31,21.484,9.27,15,2,5,1,2,0
2,1061,4.85,3.41,29,29,22.893,4.69,22,1,5,1,2,0
2,1062,7.03,5.28,26,33,20.12,3.6,9,2,5,1,1,1
2,1063,6.96,4.24,22,32,22.942,3.32,22,2,5,2,4,1
2,1064,5.99,2.53,24,27,31.89,6.15,26,2,3,1,1,0
2,1065,6.77,3.82,37,30,23.12,4.4,17,1,5,2,1,1
2,1066,7.75,4.86,53,30,22.37,4.12,14,1,5,2,1,0
2,1067,8.16,11.92,34,29,26.839,17.22,23,1,5,2,1,0
2,1068,5.34,8.7,25,27,21.78,7.35,20,1,5,2,2,1
2,1069,7.79,7.52,31,29,21.193,10.22,24,2,3,1,1,0
2,1070,5.71,5.74,41,27,24.609,9.92,25,2,5,1,2,1
2,1071,6.23,9.95,55,30,19.38,5.38,10,2,3,1,2,1
2,1072,8.03,4.03,25,27,25.283,4.63,20,2,3,2,1,0
2,1073,6.27,4.57,21,26,21.48,8.22,19,1,5,1,1,0
2,1074,8.23,6.64,54,25,22.481,4.7,14,1,5,1,4,0
2,1075,4.78,1.67,16,29,30.66,5.85,20,2,5,1,4,1
2,1076,7.42,7.74,30,28,20.83,4.52,16,2,5,1,1,1
2,1077,7.1,4.43,42,29,23.438,5.24,26,2,5,2,2,1
2,1078,7.03,5.33,62,28,19.835,3.37,20,2,5,2,1,1
2,1079,5.05,5.19,59,30,18.553,2.88,11,1,5,1,1,1
2,1082,6.72,4.45,33,31,21.359,5.24,17,2,5,2,1,0
2,1083,6.42,1.78,36,27,22.893,8.54,20,2,5,1,2,1
2,1084,10.09,7.54,35,32,24.747,8.93,14,2,3,2,4,1
2,1085,7.61,6.04,35,30,22.266,5.93,17,1,5,2,1,0
2,1086,6.16,13.68,67,29,24.167,7.8,36,1,5,1,2,1
2,1088,7.24,1.73,37,30,24.655,6.32,25,1,5,1,6,1
2,1089,6.84,3.42,35,33,17.63,4.64,12,1,5,1,4,1
2,1090,7.72,4.03,35,28,22.959,3.36,13,2,3,1,4,0
2,1091,7.99,5.57,15,25,22.583,7.58,16,2,3,2,4,0
2,1092,5.9,4.26,34,29,19.473,6.16,14,1,5,1,1,1
2,1094,6.66,5.98,29,31,19.814,8.49,18,2,5,1,2,1
2,1096,3.98,5.32,15,31,20.195,8.1,22,1,5,1,2,0
2,1097,8.07,7.19,44,27,17.528,3.74,19,1,5,2,1,0
2,1098,6.04,1.95,18,25,22.229,6.4,15,1,5,1,6,1
2,1099,5.75,6.26,59,30,21.68,6.73,17,2,3,2,6,1
2,1100,8.07,11.82,31,30,23.5,11.05,19,1,5,1,1,1
2,1101,6.77,4.51,27,25,28.98,3.64,20,2,5,2,1,1
2,1102,4.96,5.37,31,26,23.919,13.29,20,2,5,1,1,1
2,1103,8.46,8.79,39,25,26.709,5.79,15,2,3,1,1,0
2,1105,7.9,3.89,48,31,20.661,4.74,19,1,5,1,2,0
2,1106,7.94,5.36,33,31,22.38,5.52,9,1,5,1,1,1
2,1107,5.71,5.03,25,30,21.01,6.72,13,1,5,1,2,0
2,1109,7.32,8.7,34,29,21.083,11.28,31,1,5,1,4,1
2,1110,7.05,2.08,25,31,24.35,8.45,28,2,3,1,4,0
2,1111,5.65,4.07,33,28,20.195,3.51,23,1,5,2,1,1
2,1112,6.07,5.74,35,24,22.137,5.84,27,2,5,1,3,1
2,1113,7.53,3,11,33,19.23,3.64,9,2,3,1,4,0
2,1114,9.56,6.54,40,26,25.712,8.21,33,2,5,1,2,1
2,1115,6.77,4.43,49,22,20.63,4.31,17,1,5,1,1,0
2,1117,8.42,7.52,26,28,22.893,5.88,12,1,5,2,2,0
2,1118,9.72,3.98,44,26,22.074,4.29,10,2,5,2,1,1
2,1119,8.54,17.49,27,30,21.875,5.31,15,2,3,1,2,1
2,1121,6,9.89,38,30,21.872,9.99,25,2,3,1,4,0
2,1123,9.19,2.96,46,32,25.888,6.04,21,2,3,1,1,1
2,1124,6.65,2.21,39,34,22.214,5.58,13,1,5,2,1,0
2,1125,6.23,7.11,26,33,22.266,5.84,13,2,5,2,1,1
2,1126,9.68,8.94,23,32,32.47,10.66,29,2,5,1,1,1
2,1127,7.65,7.68,35,24,24.524,5.1,18,2,3,1,1,1
2,1128,8.55,7.47,32,29,22.31,8.02,16,1,5,1,2,0
2,1132,5.29,2.65,20,30,26.438,6.08,24,2,5,1,1,1
2,1133,6.05,16.79,55,25,26.479,23.28,34,2,3,1,2,1
2,1135,8.36,6.15,31,27,21.111,7.1,16,1,5,2,1,1
2,1136,7.04,4.72,41,34,22.806,6.42,15,2,5,2,1,1
2,1137,6.82,2.54,23,33,25.15,4.21,16,2,3,1,1,0
2,1138,7.65,4.57,45,31,21.37,14.05,18,1,5,2,1,0
2,1139,6.27,4.42,43,32,23.191,3.26,13,1,5,2,1,1
2,1140,8.89,5.39,30,28,21.914,4.48,17,2,3,2,4,1
2,1143,6.19,5.44,55,27,20.932,21.23,39,1,5,1,1,1
2,1144,8.74,6.3,55,29,21.774,1.92,11,2,3,1,1,1
2,1145,5.71,2.58,21,32,28.13,3.46,20,2,5,1,1,1
2,1146,6.16,3.21,19,31,24.01,6.82,16,1,5,2,1,0
2,1147,5.31,5.32,46,28,18.671,20.43,30,1,5,2,2,1
2,1148,5.46,4.01,26,28,20.96,2.26,14,2,5,1,1,0
2,1149,4.11,1.58,13,31,22.99,7.65,23,1,5,1,2,0
2,1150,6.98,3.85,19,26,23.309,5.71,14,2,5,1,4,0
2,1151,7.02,18.43,36,22,22.769,8.73,24,1,5,1,2,1
2,1152,8.82,5.91,68,27,20.343,15.02,30,1,5,1,4,1
2,1153,7.21,5.02,19,29,24.802,6.06,24,2,5,1,2,0
2,1154,4.69,5.46,35,31,24.06,8.06,19,2,5,1,1,1
2,1155,8.12,4.43,11,32,24.8,4.73,9,1,5,1,4,0
2,1156,8.72,3.44,44,31,20.03,2.65,10,2,3,1,1,1
2,1157,6.16,9.22,47,26,24.238,12.16,30,2,3,2,2,1
2,1158,7.22,7.88,26,32,26.913,16.26,17,2,5,1,1,1
2,1159,7.11,8.37,50,23,25.104,12.12,26,2,3,1,2,1
2,1160,6.61,2.62,36,26,24.139,10.28,24,2,5,2,1,1
2,1162,6.32,4.54,48,34,21.231,6.22,15,2,3,1,2,0
2,1163,8.44,4.2,50,32,19.724,3.87,15,2,5,2,1,0
2,1164,7.14,5.21,29,29,21.631,11.26,26,2,3,1,2,1
2,1165,8.61,3.97,24,31,24.161,3.55,12,2,5,1,4,1
2,1166,6.1,13.67,59,26,19.922,14.37,46,1,5,1,1,1
2,1168,7.89,15.29,18,29,21.094,12.19,37,1,5,1,2,0
2,1169,5.98,2.92,12,31,24.219,7.5,20,2,5,2,1,1
2,1171,6.88,6.44,33,34,21.395,7.32,14,2,3,1,4,1
2,1172,4.96,3.01,34,30,22.86,10.06,23,1,5,1,1,1
2,1173,7.26,7.11,59,29,24.088,8.99,14,1,5,2,3,0
2,1174,5.21,2.44,34,33,22.583,3.29,14,2,3,1,2,0
2,1175,6.48,3.48,37,33,25.86,4.65,17,2,3,1,4,1
2,1176,6.91,5.28,41,34,21.484,4.07,16,2,3,2,1,0
2,1178,8.22,6.3,20,27,17.401,9.26,13,2,3,1,2,0
2,1179,6.39,5.45,23,27,22.032,9.07,27,2,3,1,1,1
2,1180,7.68,6.78,36,30,24.77,9.56,18,1,5,2,1,1
2,1181,7.65,5.97,38,26,18.13,10,28,1,5,1,4,0
2,1182,5.24,3.21,48,31,23.052,3.82,14,2,5,2,1,1
2,1183,8.95,2.71,45,29,24.878,4.11,12,2,5,2,1,0
2,1185,8.81,6.95,24,30,24.064,5.93,13,2,3,1,2,1
2,1186,7.52,4.03,27,32,19.473,7.06,16,2,3,1,2,1
2,1187,6.94,5.15,52,29,21.025,3,26,1,5,2,4,1
2,1188,5.35,4.57,33,26,19.223,4.96,17,2,5,2,1,1
2,1190,9.62,10.09,18,27,25.712,4.14,20,2,3,2,4,1
2,1191,5.13,4.55,39,24,21.208,8.38,17,1,5,1,1,1
2,1192,6.9,3.35,21,34,25,2.8,18,2,3,2,1,0
2,1193,9.98,6.53,41,23,17.625,3.76,15,1,3,1,1,0
2,1194,6.44,10.25,66,30,26.486,6.61,20,2,5,1,1,1
2,1195,6.67,6.42,67,29,20.703,7.17,20,2,3,1,4,1
2,1197,6.8,4.57,26,30,25.559,3.82,15,1,5,1,4,1
2,1199,7.01,5.01,44,27,21.76,4.06,20,1,5,2,1,1
2,1200,6.84,2.86,13,27,25.1,5.58,22,2,5,1,1,1
2,1201,6.92,3.71,44,34,25.778,4.94,8,2,3,2,4,0
2,1202,5.71,1.88,57,33,24.655,5.34,14,2,5,2,1,0
2,1203,7.31,19.98,30,30,21.096,5.99,21,2,5,1,2,0
2,1204,9.02,5.6,35,32,20.96,7.79,14,2,5,2,1,1
2,1206,7.53,3.81,34,23,28.889,4.1,15,1,5,1,1,0
2,1207,7.95,4.95,30,31,26.84,4.64,22,2,5,2,4,1
2,1208,7.04,3.19,28,32,19.15,2.27,8,2,5,2,1,1
2,1209,6.49,4.54,9,28,27.411,9.25,20,1,5,1,4,1
2,1210,7.65,3.95,33,31,27.77,5.04,6,1,5,2,4,1
2,1211,6.57,4.5,28,27,21.22,5.91,11,1,5,1,4,0
2,1212,9.06,6.44,22,33,26.63,9.98,25,1,5,2,2,1
2,1213,7.05,2.67,49,29,22.806,1.44,19,1,5,1,1,0
2,1214,8.42,4.79,28,31,25.217,2.7,21,2,5,1,4,1
2,1216,7.72,7.59,21,27,26.699,8.49,17,2,5,2,1,1
2,1217,7.55,3.18,31,27,23.34,2.58,10,2,5,2,1,1
2,1218,5.82,5.09,20,30,22.507,5.69,21,2,5,1,4,1
2,1219,7.48,3.66,12,29,23.634,8.25,14,1,5,1,2,1
2,1220,5.71,4.81,46,30,33.76,8.18,45,1,5,1,2,1
2,1221,7.5,5.1,36,31,20.029,8.19,19,1,5,2,1,0
2,1222,6.36,3.31,23,29,25.217,2.87,14,2,5,1,1,1
2,1223,6.54,3.54,26,26,20.429,3.72,19,2,5,1,4,1
2,1224,5.84,2.69,31,29,26.24,8.78,18,1,5,1,4,0
2,1227,6.99,7.67,29,33,17.58,4.63,17,1,5,1,1,0
2,1228,5.98,3.23,50,32,21.929,7.07,16,1,5,2,1,0
2,1229,4.09,1.05,57,33,24.414,7.12,27,1,5,1,2,0
2,1230,7.42,5.79,31,30,24.24,8.89,14,2,5,1,1,0
2,1231,6.62,5.6,22,28,22.032,5.98,19,2,3,1,1,0
2,1233,8.06,5.94,17,30,25.53,11.61,17,1,5,1,4,1
2,1234,5.42,3,20,33,24.33,4.45,15,1,5,2,1,1
2,1236,7.05,7.35,30,30,25.391,9.46,13,1,5,2,4,1
2,1239,7.11,3.17,11,31,26.896,4.67,18,2,3,1,1,0
2,1240,7.48,4.14,33,26,25.848,7.92,18,2,3,2,4,1
2,1241,9.19,4.55,44,34,20.45,5.68,12,2,3,2,4,1
2,1242,5.86,13.73,47,25,22.893,15.41,39,2,5,1,2,1
2,1243,7.52,3.56,17,29,23.125,5.66,19,2,3,1,4,1
2,1244,5.68,6.94,30,32,29.938,12.5,25,1,5,1,2,0
2,1245,7.26,3.1,34,24,23.03,7.09,28,2,3,2,2,1
2,1247,7.06,3.46,10,32,24.456,7.71,26,1,5,2,1,1
2,1248,6.81,2.98,27,27,23.14,5.23,29,2,5,1,1,1
2,1249,9.84,9.4,41,32,23.14,13.68,26,2,5,2,1,0
2,1250,7.34,3.61,32,32,22.432,2.55,13,2,5,1,1,0
2,1251,6.64,1.76,25,32,24.465,3.99,15,1,5,2,1,1
2,1254,6.98,3.77,45,34,23.15,4.41,15,1,5,2,1,0
2,1255,6.67,4.08,24,33,20.576,5.59,13,2,5,2,1,1
2,1256,7.33,9.19,45,25,30.84,4.62,27,1,5,1,1,0
2,1257,7.8,13.26,33,30,23.624,9.95,17,2,5,1,1,1
2,1258,5.69,2.3,26,32,23.26,4.85,13,2,3,1,4,0
2,1259,8.74,7.46,41,30,18.819,7.03,19,2,3,1,2,0
2,1261,3.85,3.22,39,32,27.874,4.15,16,2,3,2,1,0
2,1262,5.3,4.66,20,31,17.97,2.57,13,1,5,1,1,0
2,1265,5.52,4.05,15,32,21.41,5.01,12,1,5,1,1,1
2,1266,6.34,4.96,44,29,24.435,5.93,13,2,3,1,4,0
2,1267,7.26,4.7,36,30,22.761,9.41,24,2,5,2,1,1
2,1269,6.9,1.97,23,29,24.03,5.45,27,2,3,1,1,0
2,1270,5.22,4.2,50,29,19.948,2.43,14,2,3,1,4,0
2,1271,6.98,7.15,38,32,20.703,5.33,15,2,5,1,1,1
2,1273,4.81,2.55,31,27,24.035,6.69,15,1,5,1,1,1
2,1274,8.8,8.94,30,28,19.141,7.45,17,1,5,2,1,1
2,1275,10.35,9.3,34,32,22.72,7.86,11,1,5,2,1,0
2,1276,5.01,5.47,27,34,19.141,6.68,18,2,5,2,1,0
2,1277,6.99,10.81,29,27,22.06,3.21,16,1,5,2,1,1
2,1279,8.11,5.84,22,24,17.58,3.21,18,2,3,2,1,1
2,1281,5.83,3.06,36,29,20.904,2.05,17,2,5,1,1,0
2,1282,6.13,3.37,23,32,22.37,4.65,15,2,3,1,1,0
2,1283,5.09,6.2,25,32,26.839,7.65,28,2,5,1,2,0
2,1284,5.86,10.1,42,31,32.25,5.2,22,2,3,1,1,0
2,1285,8.26,3.88,23,32,21.484,4.36,12,1,5,2,4,1
2,1287,8.62,3.53,25,21,24.99,2.97,18,1,5,1,1,0
2,1290,8.63,5.08,18,28,22.676,6.08,11,2,5,2,1,1
2,1291,6.96,6.01,49,26,22.432,6.88,18,2,3,2,1,0
2,1292,4.36,9,27,33,26.37,8.1,22,2,5,2,2,1
2,1293,7.98,3.44,19,27,19.91,4.36,13,2,5,1,1,1
2,1294,8.02,5.11,47,28,21.77,10.6,28,2,3,2,1,0
2,1296,7.54,2.58,16,28,18.71,4.92,9,2,3,1,4,0
2,1298,8.14,5.63,38,31,21.633,8.58,22,1,5,1,4,1
2,1300,6.19,10.13,53,31,30.757,11.49,37,2,3,2,2,1
2,1301,6.25,5.51,8,26,24.142,7.5,17,1,5,1,4,1
2,1302,5.42,3.61,20,29,24.035,5.11,15,1,5,2,1,1
2,1303,7.25,7.38,42,31,19.531,4.35,14,2,5,1,1,1
2,1304,5.94,7.32,57,28,24.456,16.09,19,2,5,2,2,1
2,1305,6.25,2.8,43,28,19.979,2.73,12,1,5,1,1,1
2,1306,8.52,11.85,37,32,25.89,5.94,22,1,5,1,1,1
2,1307,6.51,5.26,25,26,21.077,4.67,18,1,5,1,2,1
2,1308,6.77,17.32,39,29,22.656,9.18,23,2,5,1,4,1
2,1309,7.15,3.32,29,31,25.559,11.21,30,1,5,1,2,1
2,1310,5.12,3.98,39,31,18.518,3.72,9,2,5,2,1,0
2,1312,9.17,4.85,36,26,21.5,2.3,12,1,5,1,4,1
2,1314,6.4,5.36,21,31,20.797,1.32,10,2,3,2,4,0
2,1315,6.66,3.9,35,28,26.986,5.98,15,1,5,2,1,0
2,1317,6.13,4.86,70,23,21.545,8.28,16,2,3,1,4,1
2,1318,7.64,14.37,72,29,28.099,11.07,10,2,5,2,3,1
2,1319,4.5,2.85,27,32,25.78,13.74,27,2,5,1,1,1
2,1320,3.96,4.69,64,27,21.228,12.06,25,1,5,1,2,1
2,1321,6.12,6.57,3,28,20,10.77,31,2,3,1,4,0
2,1322,5.93,2.63,32,32,21.62,8.04,14,1,5,2,1,0
2,1325,5.33,3.81,39,30,20.513,10.45,23,2,3,1,2,0
2,1326,5.25,4.33,35,26,19.922,7.53,20,2,5,1,4,1
2,1327,4.83,2.11,21,29,19.487,6.52,10,2,3,1,4,0
2,1330,7.28,8.03,44,28,22.495,6,17,1,5,1,4,1
2,1331,8.07,3.77,41,31,19.721,2.11,14,1,5,1,2,1
2,1332,8.01,4.11,28,33,26.563,5.8,19,2,5,2,1,1
2,1333,6.13,1.71,51,33,25.965,10.26,19,2,3,1,1,0
2,1334,5.67,8.07,41,25,23.335,11.75,21,2,5,1,2,1
2,1335,4.77,4.38,46,27,22.547,17.5,28,2,5,2,1,1
2,1336,7.71,6.79,35,30,20.658,4.86,13,2,5,2,4,1
2,1337,6.85,3.65,27,25,25.965,15.51,35,1,5,2,4,1
2,1338,3.99,4.78,34,31,20.117,12.24,14,1,5,2,2,1
2,1339,6.31,3.74,23,24,25.217,9.26,30,2,5,2,1,0
2,1340,7.04,7.18,38,26,20.812,8.1,16,1,5,1,1,0
2,1342,6.93,3.33,52,30,21.99,6.52,18,2,5,2,1,1
2,1343,5.62,2.6,30,28,26.44,3.78,17,2,5,1,1,1
2,1344,5.87,3.75,63,31,27.99,4.36,23,1,5,2,1,1
2,1345,7.31,4.38,53,28,21.23,5.88,18,1,5,1,4,1
2,1346,3.87,3.75,28,29,25.78,9.11,16,2,3,2,2,1
2,1347,6.97,8.25,61,29,27.391,3.89,22,2,3,1,2,1
2,1348,6.51,7.05,23,29,22.1,4.82,18,2,3,1,4,0
2,1349,6.82,3.16,26,32,23.147,9.5,13,1,5,2,2,1
2,1350,6.72,5.69,62,29,22.308,6.87,19,1,5,1,2,0
2,1351,6.7,2.13,16,28,24.38,6.1,25,1,5,2,1,1
2,1353,7.32,9.58,71,23,36.513,4.52,21,2,5,2,1,0
2,1354,6.73,4.73,27,25,18.591,4.31,17,2,3,1,4,1
2,1355,5.37,2.35,55,33,22.547,5.66,15,2,3,2,4,1
2,1356,5.29,7.15,46,31,23.004,12.81,26,2,5,2,1,0
2,1357,4.78,6.25,49,32,30.853,4.98,33,2,5,2,2,1
2,1358,6.58,2.7,24,33,21.27,6.44,12,1,5,2,1,1
2,1360,9.21,9.43,25,26,25.217,13.69,27,1,5,1,2,0
2,1362,6.84,5.92,36,27,18.583,6.4,15,1,5,1,4,1
2,1363,7.23,9.1,25,30,20.447,4.34,23,2,3,1,2,1
2,1364,7.44,3.06,49,31,21.228,9.19,14,1,5,2,1,1
2,1365,6.15,7.24,51,30,28.162,38.24,26,2,3,1,2,0
2,1366,7.71,4.01,37,30,20.029,7.83,11,2,5,2,4,1
2,1367,4.84,10.96,36,28,27.94,6.94,15,1,5,1,4,1
2,1368,6.26,4.7,18,29,25.97,1.18,21,2,3,1,1,0
2,1369,7.68,4.27,46,29,20.029,3.8,12,2,5,1,1,1
2,1370,6.33,2.89,42,34,22.21,3.33,8,2,5,2,1,1
2,1372,6.07,3.58,47,22,21.604,3.38,11,2,3,1,1,0
2,1375,6.19,3.47,20,29,16.649,8.55,15,1,5,2,1,1
2,1377,5.21,5,32,25,26.223,11.34,20,2,3,1,1,1
2,1378,6.29,5.31,39,31,20.904,4.88,16,2,5,1,4,0
2,1380,8.24,4.97,32,29,22.406,7.28,17,2,5,2,1,1
2,1383,5.16,2.46,24,34,21.048,6.16,21,2,3,1,1,0
2,1384,6.01,9.01,65,28,26.129,12.92,26,1,5,2,2,1
2,1386,7.01,3.14,22,29,26.95,7.75,18,2,5,2,1,0
2,1387,6.68,4.25,45,24,28.353,6.86,21,1,5,1,2,1
2,1388,7.85,4.23,46,23,23.92,5.31,14,2,5,1,1,1
2,1389,7.46,4.43,38,33,22.206,9.12,23,1,5,2,1,1
2,1390,6.32,7.71,24,28,23.233,4.87,19,2,5,2,4,0
2,1391,5.51,5.21,33,28,20.833,8.38,35,2,5,1,1,0
2,1392,3.89,4.86,28,31,22.507,8.56,35,2,5,2,2,1
2,1393,5.06,3.56,45,27,20.195,6.58,20,2,5,2,1,1
2,1394,5.88,3.32,28,28,18.861,6.39,15,1,5,2,1,1
2,1395,6.11,5.54,28,29,23.225,8.16,21,2,5,2,2,1
2,1396,4.57,2.25,24,28,22.893,4.38,11,2,3,1,1,0
2,1398,6.39,5.79,46,26,23.875,3.96,13,2,3,1,4,1
2,1400,6.26,3.46,21,29,21.641,2.92,9,2,3,2,1,1
2,1401,6.24,3.31,64,28,23.733,4.41,14,2,5,1,4,1
2,1402,8.42,6.96,24,34,22.83,5.75,10,1,5,1,4,0
2,1403,6.72,3.1,28,34,20.8,3.88,5,1,5,2,1,1
