wxn1,wxn2,wxn3,wxn4,wxn5,wxn6,wxn7,wxn8,wxn9,wxn10,wxn11,wxn12,wxn13,y0
2,1404,4.73,2.93,19,29,22.074,5.16,15,1,5,1,1,0
2,1406,5.61,7.23,21,29,27.293,11.06,31,2,3,1,2,1
2,1407,6.92,6.63,70,28,25.537,15.22,31,1,5,1,2,1
2,1409,7.71,5.14,30,29,24.68,8.43,14,2,5,2,1,1
2,1410,6.11,6.7,26,34,26.723,12.45,58,1,5,1,2,0
2,1411,6.39,4.27,15,28,20.285,3.66,22,2,5,2,1,0
2,1412,6.9,3.58,18,28,19.531,4.49,13,2,3,1,4,1
2,1413,5.59,5.29,33,32,19.467,9.76,31,1,5,2,4,1
2,1416,6.38,5.42,33,29,24.56,9.79,23,2,3,2,1,0
2,1417,4.58,6.35,29,29,29.271,12.64,40,2,5,2,4,1
2,1418,8.34,7.86,43,29,18.164,5.81,17,2,5,1,1,1
2,1419,8.28,5.83,29,29,23.438,10.18,11,2,5,2,4,1
2,1421,7.14,3.59,23,34,21.75,4.55,15,1,5,2,1,0
2,1422,7.8,4.54,50,29,21.096,2.99,8,2,3,1,1,0
2,1423,6.06,3.69,57,31,22.481,3.75,14,2,3,2,1,1
2,1424,8.28,10.83,30,27,21.99,23.5,44,2,5,1,2,1
2,1425,6.43,10.59,41,30,28.934,13.46,33,2,5,1,2,1
2,1426,5.18,4.39,19,27,31.22,5.07,20,1,5,1,4,1
2,1428,6.66,5.79,28,27,24.219,5.39,18,2,5,2,1,1
2,1429,6.81,6.72,36,27,23.495,2.75,13,2,5,1,4,1
2,1430,7.43,5.96,20,25,23.805,5.43,13,1,5,2,1,0
2,1431,7.01,3.29,58,32,25.965,2.89,20,1,5,1,1,1
2,1432,6.72,3.79,48,25,21.48,5.99,21,1,5,2,1,1
2,1434,7.33,9.95,51,27,24.395,4.94,18,1,5,1,1,0
2,1437,7.21,4.91,46,34,20.03,2.81,9,2,3,1,1,0
2,1440,5.44,2.92,32,31,19.596,13.79,31,2,5,1,1,0
2,1441,7.38,6.73,44,30,19.467,7.21,26,1,5,2,2,1
2,1442,6.8,3.42,44,32,22.6,11.15,36,1,5,2,2,1
2,1443,6.48,4.49,13,25,16.88,3.79,10,2,3,1,4,0
2,1445,5.04,6.65,49,29,29.688,10.94,23,2,5,1,2,1
2,1446,9.57,6.84,24,32,19,7.27,19,1,5,2,1,0
2,1447,7.14,10.02,17,30,15.59,6.23,25,2,3,2,2,0
2,1448,6,12.32,18,32,22.522,19.28,36,2,3,2,2,0
2,1449,7.88,11.19,46,31,23.011,10.2,35,1,5,1,1,1
2,1450,7.45,3.95,29,34,22.893,5.34,26,2,3,2,1,1
2,1451,7.59,6.54,45,31,22.959,14.97,31,2,3,1,2,1
2,1452,6.25,17.17,34,27,22.348,13.75,25,1,5,1,2,1
2,1454,8.98,4.23,25,32,26.438,4.05,14,2,3,2,4,1
2,1456,6.42,1.34,46,25,31.217,4.14,11,2,5,1,5,1
2,1457,7.81,6.61,45,30,24.65,11.32,40,2,3,1,1,0
2,1458,6.51,5.08,34,27,23.34,6.17,28,1,5,2,2,1
2,1463,7.13,4.36,60,22,25.637,2.94,17,2,3,1,1,1
2,1465,7.25,7.52,58,27,19.396,3.59,18,2,3,1,1,0
2,1466,5.31,2.01,24,33,21.644,5.35,17,1,5,2,1,1
2,1468,6.3,3.67,42,27,24.342,9.52,17,2,5,1,1,1
2,1469,5.91,6.9,25,31,21.79,8.45,15,2,5,2,1,1
2,1470,6,5.1,48,33,21.368,12.2,24,1,5,1,4,1
2,1471,7.29,4.91,52,31,21.99,6.79,15,2,5,2,1,0
2,1472,7.49,7.81,50,26,22.432,11.27,32,2,3,1,2,1
2,1476,5.64,4.07,47,29,21.872,5.03,29,1,5,2,1,0
2,1477,6.57,4.17,5,26,24.238,4.57,17,2,5,2,1,1
2,1478,6.24,6.82,36,23,22.06,5.09,29,2,5,1,4,0
2,1479,3.92,2.23,46,26,30.043,8.31,23,1,5,2,1,1
2,1481,7.67,5.62,47,33,20.452,4.31,18,1,5,2,1,1
2,1482,7.23,13.79,30,23,24.609,6.44,17,2,5,1,1,1
2,1484,8.34,2.49,38,29,27.181,7.14,19,2,5,1,1,1
2,1485,7.21,5.64,27,28,21.02,12.84,19,2,5,1,2,1
2,1486,5.32,9.46,56,26,21.425,9.38,27,1,5,2,4,0
2,1487,7.95,5.6,22,32,21.09,3.64,11,1,5,1,1,1
2,1488,6.57,6.64,43,28,20.812,4.59,20,2,5,2,1,1
2,1489,7.64,4.36,27,30,22.893,4.11,23,2,3,1,1,1
2,1490,5.06,2.25,16,31,27.29,6.82,18,2,5,1,4,1
2,1491,5.15,2.09,53,31,31.603,11.11,37,1,5,1,1,1
2,1492,5.51,3.86,41,24,20.136,7.58,14,1,5,2,1,1
2,1493,7.19,5.54,71,24,26.234,4.28,13,2,5,1,1,1
2,1494,7.4,4.18,11,25,22.758,8.25,14,1,5,2,1,1
2,1495,7.29,8.72,43,29,23.712,5.91,15,1,5,2,1,1
2,1496,7.27,7.14,30,27,22.461,5.32,21,2,5,1,2,1
2,1497,4.43,2.67,34,29,24.609,10.04,24,1,5,1,4,1
2,1499,6.74,4.4,51,30,24.088,3.41,11,1,5,1,1,0
2,1500,5.67,7.35,32,25,21.36,2.31,13,2,3,1,4,0
2,1501,5.2,1.26,37,27,21.855,4.85,12,2,5,2,1,1
2,1503,4.78,9.91,35,29,23.919,5.86,24,2,3,1,4,0
2,1504,6.31,5.28,51,31,20.937,9.91,26,2,3,2,2,1
2,1505,7.14,3.64,18,24,25,6.76,20,1,5,2,1,1
2,1507,6.13,3.73,19,31,20.63,5.91,20,1,5,2,1,0
2,1508,7.1,3.29,55,28,23.726,9.79,24,2,3,2,1,0
2,1509,6.81,3.57,51,32,22.03,7.05,25,1,5,1,1,0
2,1510,7.15,7.04,54,31,20.701,5.31,15,2,5,2,4,1
2,1511,5.51,6.16,45,31,21.45,6.95,16,1,5,1,4,1
2,1513,7.54,5.38,32,34,23.243,3.68,11,2,5,2,1,0
2,1515,6.62,4.61,27,28,26.023,4.12,20,1,5,1,2,1
2,1516,7.96,2.29,47,32,21.096,10.67,27,1,5,2,4,0
2,1518,6.63,3.12,46,30,20.64,5.76,15,2,3,1,1,1
2,1519,6.55,2.2,35,34,27.31,4.48,14,1,5,2,2,0
2,1520,5.03,2.46,45,27,21.8,14.11,10,1,5,2,1,0
2,1521,6.4,3.94,18,32,20.776,8.3,16,2,3,2,4,1
2,1523,6.66,6.07,44,26,20.546,8.79,25,1,5,1,2,1
2,1524,7.78,4.97,57,34,17.63,2.16,10,1,5,1,4,1
3,1525,5.34,5.87,25,26,18.518,6.51,31,2,3,1,1,1
3,1526,5.41,3.85,25,30,24.142,6.15,10,2,5,1,4,1
3,1527,5.89,3.32,21,28,21.872,5.39,22,2,3,2,1,1
3,1528,6.51,4.11,40,33,20.088,8.5,24,1,5,2,4,1
3,1529,5.42,5.06,44,28,38.29,6.57,26,2,5,2,1,0
3,1530,6.96,3.76,27,28,27.689,17.25,36,2,5,2,4,1
3,1534,7.43,2.87,22,28,26.172,5.2,20,2,5,1,6,1
3,1536,7.88,3.96,19,28,25.594,3.2,13,2,5,2,1,1
3,1537,5.7,5.37,56,24,24.35,14.06,27,2,5,1,2,1
3,1539,6.15,3.26,26,28,21.457,3.47,12,1,5,1,4,1
3,1540,5.95,2.2,51,30,29.372,4.02,30,2,5,1,1,0
3,1542,8.06,8,44,25,26.776,6.78,34,1,5,2,2,1
3,1543,3.06,2.73,38,32,25.911,17.02,31,1,5,2,2,1
3,1544,6.5,4.9,18,29,28.48,7.18,25,2,3,1,2,1
3,1545,7.29,5.11,51,28,20.395,2.45,15,2,3,1,4,1
3,1546,4.97,18.07,59,31,21.908,22.88,46,2,3,1,2,0
3,1547,5.3,1.34,19,31,24.088,8.69,17,2,3,2,2,1
3,1548,6.47,3.15,25,33,24.088,6.06,22,2,5,1,4,1
3,1550,4.73,9.9,25,30,21.218,10.39,17,2,3,2,2,1
3,1552,7.84,5.99,15,32,24.805,9.34,21,2,5,1,2,1
3,1553,7.4,5.89,15,29,19.467,4.67,15,1,5,2,1,0
3,1554,7.03,5.92,49,28,23.43,6.13,16,2,5,2,2,1
3,1555,7.03,5.1,42,31,25.344,13.11,32,2,5,2,2,1
3,1557,5.33,2.62,22,29,24.465,9.8,22,2,3,1,1,0
3,1558,6.36,6.03,16,25,25.711,15.18,22,2,5,1,2,1
3,1559,4.96,13.16,70,31,19.068,9.81,21,2,3,2,1,0
3,1560,6.95,5.32,24,33,21.193,4,27,1,5,2,6,1
3,1561,7.26,5.23,24,30,21.875,11.97,20,1,5,1,4,1
3,1562,5.34,2.6,50,28,22.719,11.84,27,1,5,2,1,1
3,1563,7.92,5.05,29,30,21.774,8.87,12,1,5,2,1,1
3,1565,6.58,8.97,50,29,26.234,9.86,26,2,5,1,2,1
3,1566,6.99,6.76,20,30,26.37,10.16,27,2,5,1,2,1
3,1567,5.51,12.24,28,29,24.46,5.52,24,2,5,1,2,1
3,1568,6.17,3.47,49,34,20.703,5.46,15,2,3,1,1,1
3,1569,6.81,3.58,17,26,21.36,3.33,11,1,5,2,1,1
3,1571,7.69,3.82,72,30,23.661,11.81,16,2,5,2,4,1
3,1573,5.78,2.93,39,29,26.486,5.03,17,1,5,2,1,1
3,1574,4.79,2.58,11,33,24.035,9.36,27,1,5,1,1,0
3,1576,5.86,3.46,26,32,24.46,5.04,21,1,5,1,1,0
3,1578,7.32,5.42,40,28,22.313,4.05,14,2,5,1,1,1
3,1579,4.62,4.13,31,29,26.35,8.17,16,1,5,1,4,1
3,1580,6.02,4.7,16,30,22.477,12.7,38,1,5,1,1,1
3,1581,6.66,10.03,60,29,23.936,7.68,35,2,5,1,2,1
3,1582,7.04,6.78,30,30,24.219,5.98,16,1,5,2,1,1
3,1583,5.22,4.63,24,26,21.908,7.66,25,2,5,1,2,0
3,1584,6.89,6.18,30,23,22.85,5.23,25,2,5,2,1,1
3,1585,5.77,11.32,40,28,23.055,11.29,40,2,3,1,1,0
3,1586,8.88,5.21,25,32,25.39,7.38,16,1,5,1,1,0
3,1587,6.57,3.13,34,26,22.957,3.46,10,2,5,2,1,0
3,1588,5.14,2.38,26,30,19.76,3.75,10,1,5,1,3,1
3,1590,6.97,4.9,39,27,18.026,9.73,20,1,5,2,2,1
3,1592,7.29,3.6,73,24,24.496,5.38,17,2,3,1,2,1
3,1593,5.18,5.47,34,31,25.477,6.05,27,2,3,1,2,1
3,1594,5.9,3.78,54,32,22.291,10.93,21,1,5,2,1,1
3,1595,9.55,4.11,17,27,20.343,3.78,19,1,5,1,1,0
3,1596,6.65,5.32,28,32,30.18,7.5,23,1,5,1,2,0
3,1597,6.53,4.08,46,30,24.655,4.39,24,2,5,2,1,1
3,1598,10.35,6.64,56,31,25.631,14.58,42,1,5,2,2,0
3,1599,6.25,5.46,59,27,21.875,4.25,12,2,3,1,1,0
3,1600,7.12,6.6,27,27,24.22,8.97,21,2,5,2,4,1
3,1602,7.74,7.18,26,29,22.22,8.6,24,1,5,1,1,0
3,1604,7.19,5.07,51,28,19.814,5.78,20,2,5,1,1,1
3,1605,6.03,12.2,46,32,26.223,10.15,33,2,5,1,4,1
3,1606,5.57,2.81,19,31,20.505,9.94,25,2,5,1,1,0
3,1607,5.79,3.05,39,34,21.64,3.96,16,1,5,2,1,0
3,1608,5.07,7.42,53,30,26.563,11.38,28,1,5,1,2,1
3,1609,6.89,9.01,17,25,23.309,16.18,28,2,3,1,4,0
3,1611,6.99,6.6,30,27,23.11,12.96,26,1,5,1,1,1
3,1612,6.08,3.56,44,31,20.82,5.3,16,2,3,1,1,0
3,1613,5.06,18.01,47,29,20.872,19.56,45,1,5,1,1,1
3,1614,5.09,9.15,59,28,22.189,4.82,29,2,3,1,2,1
3,1615,5.14,5.51,33,34,17.482,9.79,16,1,5,2,1,1
3,1617,4.59,2.67,38,32,24.56,3.27,18,1,5,1,1,1
3,1618,6.3,7.25,43,24,29.706,7.59,31,1,5,1,2,1
3,1619,6.35,5.37,37,30,23.068,12.33,31,2,5,2,2,1
3,1620,7.6,5.45,7,29,21.368,3.13,10,1,5,1,1,1
3,1622,6.22,5.09,74,30,21.484,4.97,17,2,3,1,1,0
3,1623,6.96,6.98,26,30,19.98,6.99,13,1,5,1,1,1
3,1624,6.71,11.55,33,29,24.558,4.1,18,2,3,2,1,1
3,1625,4.8,5.37,50,27,19.467,6.31,28,1,5,2,1,0
3,1626,4.58,4.37,36,32,28.07,4.44,25,2,5,2,1,1
3,1628,5.92,4.38,57,26,21.908,9.14,18,1,5,1,1,1
3,1629,6.27,2.1,32,33,25.537,3.73,10,2,3,1,1,1
3,1631,9.53,3.31,31,32,23.335,12.05,25,2,3,2,2,1
3,1633,5.73,9.47,48,23,21.529,11.04,24,1,5,1,4,1
3,1634,6.11,4.67,23,27,22.769,5.56,20,2,3,1,4,1
3,1636,8.87,3.27,25,21,19.031,6.99,26,2,3,1,4,1
3,1637,6.29,2.12,32,32,21.48,3.25,9,2,3,2,4,1
3,1638,6.29,8.49,41,28,19.487,5.81,19,2,5,2,1,1
3,1640,4.96,6.45,36,28,23.335,14.84,39,2,5,2,2,1
3,1641,7.79,18.47,64,29,19.147,11.9,24,1,5,1,2,0
3,1642,7.69,4.46,23,30,18.939,3.64,13,1,5,2,1,0
3,1643,6.34,3.47,20,30,20.569,7.42,17,1,5,2,2,1
3,1644,6.34,5.04,17,28,18.902,13.58,24,2,5,1,2,1
3,1646,7.38,6.06,20,32,18.51,5.71,15,1,5,1,1,1
3,1647,6.46,5.07,52,27,23.047,3.86,23,2,3,2,1,1
3,1648,6.16,2.77,45,28,23.936,2.76,14,2,3,1,1,0
3,1649,5.54,1.97,16,33,23.323,9.31,15,2,3,1,1,0
3,1650,7.71,3.41,41,28,20.957,5.02,15,2,3,1,1,1
3,1651,10.08,10.48,34,25,28.72,5.29,35,1,5,2,2,0
3,1653,2.98,2.91,36,27,35.878,23.5,42,2,3,1,2,1
3,1654,7.66,3.67,39,28,22.477,4.77,17,2,5,2,1,1
3,1655,6.27,4.43,42,26,21.99,2.33,12,2,5,2,2,1
3,1656,5.74,3.86,60,30,19.706,3.5,17,1,5,2,1,0
3,1657,6.08,2.54,19,26,24.859,3.96,15,2,5,2,1,0
3,1659,5.92,7.25,23,31,24.35,7.38,13,1,5,1,4,0
3,1660,4.65,3.31,12,28,25.462,7.47,33,2,5,1,1,1
3,1662,6.34,3.68,31,26,22.408,5.27,25,2,3,1,2,0
3,1664,6.6,5.45,30,34,20.324,4.3,10,2,3,2,1,0
3,1665,5.99,5.56,45,27,22.367,9.97,26,2,5,2,1,1
3,1666,8.6,7,38,32,17.63,4.76,12,2,5,2,1,1
3,1667,6.05,6.41,20,26,21.411,4.38,18,1,5,1,4,1
3,1668,4.57,3.36,40,30,21.36,6.36,11,1,5,1,1,1
3,1669,5.93,16.13,21,27,27.408,16.28,20,2,5,1,2,1
3,1671,4.41,4.92,23,29,21.504,8.55,15,2,5,1,2,1
3,1672,5.72,5.83,29,29,22.406,4.97,17,2,5,2,1,0
3,1673,5.62,3.5,46,28,20.576,5.39,20,2,5,1,1,1
3,1674,6.93,5.3,30,31,29.964,7.84,21,1,5,2,4,1
3,1675,8.04,5.44,24,28,21.786,3.94,12,2,3,2,1,0
3,1676,6.09,8.87,23,29,21.926,9.66,37,1,5,1,1,1
3,1679,5.76,3.01,25,26,26.037,4.65,21,2,5,1,1,0
3,1680,6,4.3,47,33,22.58,3.32,11,2,5,2,1,1
3,1681,7.7,16.72,38,27,23.95,7.77,28,2,3,1,2,1
3,1682,4.95,3.97,73,31,21.671,4.08,25,2,5,2,1,1
3,1683,6.07,8.55,33,30,24.167,8.76,17,2,3,1,1,0
3,1684,7.31,1.45,18,31,25.77,3.6,13,1,5,1,4,1
3,1685,4.71,2.08,7,29,25.53,6.83,14,2,5,2,1,1
3,1686,6.91,4.79,17,29,25.52,8.86,25,1,5,1,2,1
3,1687,7.64,7.48,23,32,24.95,2.66,14,1,5,1,1,1
3,1688,5.62,7.19,36,33,19.818,10.19,23,2,5,1,4,1
3,1689,5.88,1.73,29,33,22.206,7.91,16,1,5,2,1,1
3,1692,6.1,6.8,29,27,25.391,22.58,28,1,5,1,2,1
3,1693,7.36,7.3,32,29,22.06,19.66,39,1,5,2,2,1
3,1694,7.05,4.48,58,23,23.438,13.25,21,1,5,2,1,1
3,1695,6.31,4.23,39,29,25.477,9.18,25,2,5,1,2,1
3,1696,5.72,4.37,39,28,18.427,4.98,19,1,5,1,4,1
3,1697,6.98,3.55,49,34,23.245,7.33,13,1,5,2,1,0
3,1699,8.44,6.84,46,27,20.313,7.26,27,2,3,2,2,1
3,1700,7.19,3.42,34,31,26.502,5.51,20,2,3,2,4,0
3,1701,6.4,12.79,30,22,25.848,10.72,39,2,5,1,2,1
3,1702,5.96,4.44,35,28,22.863,9.44,18,2,5,1,2,1
3,1704,5.92,9.15,66,32,24.558,4.87,20,2,5,1,2,1
3,1705,5.66,1.49,20,32,25.33,4.65,11,2,5,1,1,1
3,1707,6.58,9.11,35,34,25.28,12.26,25,1,5,2,2,1
3,1710,6.64,2.5,16,34,26.5,5.59,14,2,5,2,1,1
3,1711,11.21,6.6,44,30,20.447,3.28,11,2,3,2,1,1
3,1712,6.59,6.25,5,31,20,18.6,15,1,5,2,1,0
3,1714,5.88,3.13,14,32,23.047,6.18,17,2,3,2,1,1
3,1715,7,6.68,37,28,19.53,3.56,10,2,5,1,1,0
3,1716,5.14,6.47,46,26,24.034,10.03,23,2,3,1,2,1
3,1718,7.12,3.33,28,27,22.461,6.21,18,2,5,1,1,1
3,1719,6.04,6.63,20,29,17.718,3.74,28,1,5,1,1,1
3,1720,5.7,6.21,40,28,24.741,5.71,14,2,5,1,4,1
3,1722,4.63,3.18,25,23,23.733,5.74,20,1,5,1,1,0
3,1723,6.33,7.2,27,32,24.03,4.42,17,2,3,2,1,1
3,1724,7.18,6,28,32,24.99,6.29,11,1,5,1,1,1
3,1725,6.32,4.54,32,28,24.61,5.25,13,2,3,1,1,1
3,1726,5.08,6,33,29,21.56,6.54,19,2,5,1,2,1
3,1727,9.22,9.42,59,32,23.15,9.54,30,2,5,1,1,1
3,1729,7.77,7.15,24,27,24.456,5.05,18,2,5,1,1,0
3,1730,5.12,1.66,15,27,25.28,3.3,20,1,3,1,4,1
3,1731,4.77,1.9,41,33,22.27,5.28,13,1,5,1,1,1
3,1732,4.77,1.16,40,31,22.15,5.46,7,2,3,1,2,1
3,1733,5.75,5.4,26,26,21.358,8.92,27,1,5,1,4,1
3,1734,5.95,3.2,35,29,36.62,4.22,30,1,5,2,2,1
3,1735,6.36,2.92,26,28,20.797,11.61,28,1,5,1,1,1
3,1736,6.72,5.35,52,31,20.685,8.07,18,2,5,2,1,1
3,1737,8.06,1.98,25,32,22.37,4.43,10,2,5,2,4,1
3,1738,5.18,6.46,30,31,30.54,6.71,19,2,3,1,4,1
3,1739,7.4,6.65,61,31,24.56,7.4,17,2,5,2,2,0
3,1740,8.03,5.72,46,27,25.712,4.07,18,2,5,1,2,1
3,1741,6.53,4.03,58,29,22.1,4.14,13,2,5,2,1,1
3,1743,6.32,3.58,14,26,22.48,6.65,21,1,5,2,1,0
3,1744,4.3,3.1,32,25,24.005,5.15,26,2,3,1,2,0
3,1745,7.85,10.42,18,33,23.53,7.76,16,1,5,2,1,1
3,1746,5.49,8.34,57,27,20.546,13.77,22,1,5,2,1,1
3,1748,7.17,4.82,15,31,25.315,4.69,16,1,5,1,2,1
3,1749,5.74,2.81,21,32,22.6,5.91,26,1,5,1,1,0
3,1750,7.54,4.33,22,31,20.812,4.4,11,1,5,2,1,0
3,1751,4.95,3.63,31,28,25.97,13.43,33,2,3,1,1,0
3,1752,5.2,4.55,45,29,21.504,9.6,19,1,5,2,1,1
3,1753,5.4,4.88,18,32,23.665,7.7,28,2,5,2,1,1
3,1754,6.32,6.05,46,26,34.928,14.23,37,2,5,1,2,1
3,1755,6.57,3.63,26,34,22.89,10.85,22,1,5,1,1,1
3,1756,5.85,2.95,21,33,22.633,7.2,32,1,5,1,2,1
3,1757,5.19,5.59,38,27,20.812,9.78,17,2,5,1,1,1
3,1759,5.12,6.59,11,29,28.134,9.55,32,2,3,1,2,1
3,1760,8.29,5.48,27,30,22.137,4.13,11,1,5,2,1,1
3,1761,5.19,14.66,17,28,20.701,7.32,27,1,5,1,2,1
3,1764,6.7,8.36,62,32,22.1,23.06,27,1,5,2,1,1
3,1765,5.67,4.04,35,33,24.24,4.83,16,1,5,2,1,0
3,1766,5.56,2.88,32,30,26.33,7.17,18,2,5,1,1,1
3,1768,4.93,1.64,11,25,35.46,4.56,12,2,3,1,1,0
3,1769,6.92,4.52,23,29,25.781,8.56,25,2,5,2,1,1
3,1770,3.35,3.07,62,30,23.63,5.52,16,1,5,1,1,0
3,1771,6.57,3.44,37,33,20.28,3.2,13,2,5,1,1,0
3,1772,5.87,4.17,23,25,20.285,9.89,19,2,5,1,1,1
3,1773,6.07,1.72,38,27,22.583,3.63,12,2,3,1,1,1
3,1774,5.96,5.21,50,25,18.827,6.39,16,2,3,1,2,0
3,1775,6.62,5.11,31,27,27.055,5.68,34,1,5,1,1,1
3,1776,7.06,9.35,14,30,22.266,7.61,26,2,5,2,2,1
3,1777,5.95,1.47,36,29,26.61,4.37,19,2,3,2,1,0
3,1778,5.59,7.23,17,33,27.829,11.59,38,2,5,1,2,1
3,1779,5.85,4.02,46,26,23.588,9.31,19,2,5,1,1,1
3,1781,7.89,4.98,29,30,21.908,2.61,11,2,3,1,2,1
3,1782,5.71,8.1,25,31,26.298,2.61,23,2,5,2,2,1
3,1783,4.71,5.3,22,29,22.64,2.96,12,2,3,2,1,1
3,1786,5.01,3.96,38,32,25.711,8.19,22,1,5,2,2,0
3,1787,6.34,4.69,28,27,26.71,4.72,10,1,5,1,1,1
3,1789,7.04,5.81,24,22,24.005,6.7,25,1,5,1,2,0
3,1790,6.32,5.23,58,26,22.481,4.95,14,1,5,2,1,1
3,1792,6.63,4.62,19,27,23.34,2.93,13,1,5,1,1,1
3,1793,4.58,6.26,73,25,29.358,7.14,29,2,5,2,2,1
3,1794,6.36,3.23,19,24,30.801,5.22,20,2,3,2,4,1
3,1795,5.78,3.5,41,28,25.594,4.41,18,2,5,1,2,1
3,1798,6.05,7.07,46,26,28.842,10.36,30,2,5,1,1,1
3,1799,5.47,5.51,41,31,22.21,8.37,20,2,5,1,1,1
3,1800,7.94,10.08,59,24,30.104,6.07,31,2,3,2,1,1
3,1801,7.22,8.57,40,21,21.368,5.13,15,2,3,1,4,1
3,1802,6.84,3.92,41,26,24.167,5.36,26,2,5,1,4,1
3,1804,5.68,1.98,49,25,25.97,8.34,24,1,5,1,1,1
3,1805,7.85,3.99,15,32,19.63,2.65,14,1,5,2,1,0
3,1806,6.62,2.92,39,31,26.564,3.93,11,2,3,2,1,1
3,1807,3.78,2.34,60,26,23.217,2.95,15,1,5,2,1,1
3,1808,4.4,6.37,36,30,20.701,10.48,23,1,5,1,4,1
3,1809,6.48,8.65,47,24,27.055,9.59,20,2,3,1,1,0
3,1810,6.22,7.7,33,32,18.36,8.07,15,2,5,2,4,1
3,1811,4.13,6.27,34,28,24.387,5.31,20,2,5,1,4,1
3,1812,5.99,2.96,20,31,19.141,3.34,9,2,5,2,1,1
3,1813,4.46,3.99,63,31,20.957,14.67,27,2,3,1,1,0
3,1814,6.82,2.86,6,29,21.299,8.32,23,1,5,1,4,0
3,1815,6.12,3.08,10,26,26.563,5.62,27,2,3,2,2,1
3,1816,5.42,10.98,44,23,23.233,15.9,21,2,3,1,2,1
3,1817,5.51,7.71,54,29,23.335,6.07,29,1,5,2,2,1
3,1818,5.99,4.43,25,34,24.035,3.81,18,1,5,2,1,0
3,1819,7.87,2.55,37,30,22.43,3.41,16,2,3,2,1,0
3,1820,5.58,4.42,28,26,23.805,6.46,19,2,5,2,1,0
3,1821,6.18,20.21,21,32,21.719,8.2,16,1,5,1,2,1
3,1823,6.51,4.7,27,24,22.667,3.29,13,2,3,1,4,1
3,1824,5.44,4.26,24,33,26.438,4.19,16,2,3,1,4,0
3,1825,8.34,4.8,24,29,24.444,11.94,17,2,5,1,2,0
3,1828,6.21,2.8,38,30,18.987,3.62,17,1,5,1,1,0
3,1829,5.85,4.83,40,33,23.04,11.51,21,2,3,2,1,1
3,1830,8.17,2.88,49,32,22.5,5.08,12,2,3,2,1,1
3,1831,6.61,2.04,15,29,32.62,1.99,25,1,5,1,2,0
3,1832,6.98,2.55,37,25,27.29,3.8,12,2,5,1,1,0
3,1833,6.68,5.38,49,29,20.812,7.61,19,2,3,1,1,1
3,1834,7.83,3.49,24,30,23.111,3.49,9,2,5,2,1,0
3,1835,4.99,6.57,25,28,22.656,4.38,15,2,5,1,1,0
3,1836,5.82,18.07,55,31,23.634,17.33,35,1,5,2,2,1
3,1837,8.67,7.89,36,34,18.359,6.59,18,1,5,2,4,0
3,1838,6.58,6.91,38,28,28.999,1.9,32,1,5,1,1,0
3,1839,7.26,4.65,48,28,21.289,5.63,15,2,5,1,1,1
3,1840,7.63,5.76,20,26,26.619,7.6,30,1,5,1,2,1
3,1841,3.73,3.32,33,29,19.72,10.45,25,2,5,2,6,0
3,1842,7.99,7.28,23,34,22.03,3.77,13,2,3,2,4,0
3,1843,5.18,3.93,71,23,24.327,1.57,20,2,3,2,4,0
3,1845,6.86,13.33,42,22,21.99,21.1,34,2,3,1,2,1
3,1847,8.16,2.74,33,31,22.862,8.6,14,1,5,2,1,1
3,1848,4.77,2.69,18,30,28.353,5.94,37,2,5,2,2,1
3,1849,6.78,9.14,28,33,20.28,8.73,11,1,5,2,1,1
3,1850,6.57,2.19,25,30,26.953,3.34,16,2,3,1,1,0
3,1851,5.61,9.03,52,34,30.022,18.68,37,1,5,1,2,1
