wxn1,wxn2,wxn3,wxn4,wxn5,wxn6,wxn7,wxn8,wxn9,wxn10,wxn11,wxn12,wxn13,y0
3,1853,4.03,1.79,17,27,23.92,3.39,17,1,5,1,1,0
3,1854,8,4.33,8,33,22.656,1.25,13,2,3,1,4,1
3,1855,6.2,2.06,29,21,28.91,5.64,19,1,5,1,1,0
3,1856,9.08,2.01,17,27,23.53,5.17,18,2,5,1,1,1
3,1857,7.47,2.4,33,34,24.8,5.83,7,1,5,2,1,1
3,1858,6.88,3.71,29,26,21.231,3.04,20,1,5,1,1,1
3,1859,6.25,3.81,41,30,22.863,3.71,18,2,3,2,4,1
3,1860,7.8,5.23,35,29,24.465,5.03,16,1,5,2,6,1
3,1862,5.09,4.02,18,30,23.712,4.79,16,2,5,1,2,0
3,1863,6.8,1.12,54,31,23.464,3.47,15,2,3,2,1,0
3,1864,5.57,3.68,22,26,23.011,4.57,15,2,3,2,1,0
3,1865,5.64,3.49,34,30,22.83,3.42,13,2,5,1,1,0
3,1867,6.79,5.68,12,29,24.35,3.98,17,2,5,1,1,1
3,1869,6.19,4.21,49,30,22.03,7.68,20,2,3,1,4,0
3,1870,7.09,5.25,49,25,19.778,5.55,26,2,5,1,1,1
3,1871,7.06,4.45,29,31,24.836,5.87,23,2,3,2,1,1
3,1873,5.71,8.87,34,25,22.987,7.82,21,1,5,2,1,0
3,1874,5.87,4.46,32,28,21.83,8.74,26,1,5,1,3,1
3,1878,8.86,7.99,12,26,24.17,5.81,15,2,5,1,1,1
3,1879,6.53,5.91,23,31,24.92,7.15,12,2,5,2,1,1
3,1881,6.7,2.67,68,29,21.502,9.7,15,2,3,2,3,1
3,1882,6.68,6.53,18,29,18.359,6.68,25,2,3,2,6,1
3,1883,4.76,1.38,20,27,29.086,6.48,20,1,5,1,6,1
3,1884,7.64,3.66,30,32,20.69,2.44,11,2,3,1,1,1
3,1886,7.13,2.95,23,32,26.037,6.62,22,1,5,2,2,1
3,1887,6.36,3.92,67,26,21.431,5.41,12,2,5,1,1,1
3,1888,6.24,1.98,18,31,25.932,6.21,19,1,5,2,1,1
3,1889,6.37,4.4,33,30,19.979,5.33,19,1,5,2,1,0
3,1890,6.39,4.97,25,30,28.84,4.81,23,2,5,2,4,1
3,1891,6.1,4.5,8,32,24.977,4.35,16,1,5,2,1,1
3,1892,5.29,1.97,39,31,21.565,6.39,18,2,3,2,1,1
3,1894,9.12,3.31,30,34,22.77,4.78,11,2,5,2,1,0
3,1895,8.26,3.65,39,28,17.288,4.4,18,1,5,1,4,1
3,1897,7.7,6.03,19,32,21.484,2.43,9,2,3,2,1,1
3,1898,8.31,4.7,45,27,19.778,8.41,17,2,3,1,2,0
3,1900,4.98,4.36,39,27,19.835,6.81,29,1,5,1,2,1
3,1901,5.65,3.83,42,28,24.167,5,28,2,5,1,4,1
3,1902,8.11,11.04,37,29,25.1,8.07,22,2,3,1,2,0
3,1903,5.46,1.53,18,29,33.163,3.42,12,2,3,2,1,1
3,1904,6.8,4.05,34,26,27.701,8.49,19,1,5,2,4,1
3,1905,6.8,3.6,24,29,28.441,6.77,33,1,5,1,1,1
3,1906,7.91,4.07,23,30,21.26,4.2,10,2,3,1,1,0
3,1907,5.2,4.06,25,24,28.578,8.48,24,2,3,1,2,1
3,1908,5.57,3.71,20,31,21.755,6.85,10,2,3,2,1,0
3,1909,5.92,4.82,38,34,24.342,11.59,13,1,5,1,2,1
3,1911,5.56,22.22,31,26,24.435,10.99,21,2,5,1,3,1
3,1912,7.73,5.88,33,29,23.588,5.9,20,2,5,2,1,1
3,1913,5.74,4.45,29,27,32.05,7.21,26,1,5,1,1,1
3,1915,5.41,4.25,39,30,25,3.02,10,1,5,1,1,0
3,1916,5.82,4.88,25,29,24.908,5.67,11,2,5,1,1,1
3,1918,4.54,9.41,56,32,23.282,9.99,34,1,5,1,2,1
3,1921,4.94,1.99,27,25,30.177,7.64,15,2,3,1,1,1
3,1922,3.32,3.66,41,22,23.438,5.41,20,2,3,1,4,0
3,1923,5.44,3.49,24,31,20.55,8.85,21,1,5,2,1,0
3,1924,7.29,4.03,24,31,24.77,8.56,18,1,5,2,1,0
3,1925,5,3,24,31,30.02,3.03,19,2,5,1,2,1
3,1928,7.44,5.89,36,27,22.461,5.38,12,2,3,1,4,1
3,1930,6.82,6.07,30,31,25.806,12.78,31,2,5,2,1,0
3,1931,5.58,2.47,33,33,29.72,4.8,7,1,5,2,3,1
3,1932,5.09,2.25,28,29,29.586,4.61,20,2,3,1,2,0
3,1933,8.17,6.29,56,33,21.259,4.78,27,2,5,2,1,0
3,1934,5.08,3.41,29,29,25.39,6.17,18,1,5,1,2,1
3,1935,7.17,6.56,51,28,20.957,8.14,25,1,5,1,1,0
3,1936,6.99,7.38,36,28,23.828,3.23,16,2,5,2,1,1
3,1937,5.75,2.26,32,28,23.495,6.04,26,2,5,1,4,1
3,1938,5.47,8.17,46,28,22.1,7.94,16,2,3,2,1,0
3,1939,4.69,3.88,23,25,26.29,5.84,23,1,5,1,2,1
3,1940,6.55,4.18,49,28,27.767,3.59,14,2,5,1,1,0
3,1941,4.85,10.46,37,26,26.234,4.11,20,2,3,2,2,1
3,1942,4.64,2.88,54,27,29.385,7.21,31,1,5,2,1,1
3,1943,7.84,4.73,30,31,21.68,8.28,17,2,5,1,4,1
3,1946,6.91,3.18,32,30,20.313,2.54,6,1,5,1,1,1
3,1947,7.2,3.67,49,24,24.465,4.65,18,2,5,1,1,1
3,1948,6.99,2.76,17,29,22.518,5.12,17,2,5,1,2,1
3,1950,3.72,2.56,53,26,23.125,9.03,22,2,3,1,4,1
3,1951,5.1,3.37,15,28,23.338,3.16,16,2,5,1,1,1
3,1952,5.25,2.78,21,27,23.338,4.86,18,2,5,1,1,1
3,1954,5.16,7.43,28,29,22.547,11.59,26,2,5,1,4,0
3,1955,5.36,4.81,30,29,18.359,7.09,20,1,5,1,2,1
3,1957,5.65,5.15,16,28,21.573,7.76,22,2,3,2,2,1
3,1958,7,6.21,35,26,25.682,6.66,23,2,3,1,2,1
3,1959,5.97,5.08,16,29,22.559,4.91,11,2,5,1,1,0
3,1960,7.57,3.85,27,32,18.07,3.22,13,2,3,1,4,1
3,1961,3.86,11.21,39,26,20.957,13.37,36,1,5,2,1,1
3,1962,5.79,3.64,38,21,28.537,11.49,29,1,5,1,4,1
3,1963,6.87,6.38,31,27,26.986,14.84,27,1,5,1,2,1
3,1964,4.35,3.38,25,33,23.53,15.08,22,1,5,2,1,1
3,1966,7.22,4.7,0,31,21.514,2.44,12,2,5,1,1,0
3,1967,6.34,8.79,43,33,20.324,11.66,32,2,3,1,1,1
3,1968,7.14,3.24,25,28,30.119,4.23,27,2,5,2,4,1
3,1969,6.62,8.26,47,25,19.53,5.66,20,1,5,2,1,0
3,1970,5.02,4.33,19,24,20.66,4.71,13,1,5,1,4,1
3,1972,7.01,2.51,47,32,22.942,4.59,11,2,3,1,1,0
3,1973,6.37,7.41,29,29,29.51,6.15,13,2,5,1,2,1
3,1974,7.93,5,24,33,20.17,6.88,16,1,5,1,1,0
3,1975,5.3,7.39,40,27,26.667,15.96,23,1,5,2,4,1
3,1978,6.71,1.87,28,31,25.909,3.33,13,2,3,1,1,1
3,1979,6.24,3.41,25,33,22.272,9.93,26,2,5,2,1,0
3,1980,5.92,5.69,12,34,25.153,8.35,18,1,5,1,1,1
3,1981,5.77,6.7,55,23,22.151,7.29,25,2,5,1,2,1
3,1982,4.13,2.34,29,32,26.563,6.33,11,2,3,1,4,1
3,1983,6.03,6,39,30,21.454,10.95,23,1,5,1,1,1
3,1984,8.39,4.85,29,23,24.8,5.31,13,1,5,2,1,1
3,1985,7.02,2.6,38,33,27.1,4.43,15,2,5,1,4,1
3,1986,5.4,4.07,25,34,30.44,6.24,25,2,3,2,1,1
3,1987,4.83,2.79,32,29,24.035,4.6,16,2,5,2,4,1
3,1988,6.39,4.6,25,32,31.24,3.9,26,2,5,2,4,1
3,1989,4.89,12.41,33,29,23.047,6.17,25,2,5,1,2,1
3,1990,7.07,5.57,41,30,22.477,4.96,17,2,3,1,1,0
3,1991,4.68,3.52,57,29,22.656,6.24,21,1,5,1,1,1
3,1992,5.9,5.94,47,29,21.077,5.78,15,1,5,1,2,1
3,1993,5.2,5.48,41,32,22.06,6.3,17,2,3,2,1,1
3,1994,5.64,4.59,32,32,19.14,3.84,14,2,5,1,1,0
3,1995,7.35,2.92,26,34,27.916,7.11,15,1,5,1,4,1
3,1996,5.74,4.22,37,22,27.148,4.6,18,2,5,1,4,1
3,1997,5.87,7.7,45,32,27.344,10.18,24,1,5,2,1,1
3,1998,6.83,3.32,21,29,20.429,12.24,28,2,5,1,4,1
3,1999,7,3.8,14,27,23.14,6.3,30,2,5,1,1,1
3,2000,4.17,3.6,44,27,24.305,14.41,27,1,5,2,2,1
3,2001,7.87,11.74,35,33,19.433,2.5,13,1,5,1,1,1
3,2002,5.84,3.8,20,32,26.037,6.52,19,2,3,2,1,1
3,2003,7.3,2.77,28,27,25.391,7.39,20,1,5,2,4,1
3,2005,8.6,7.12,28,30,21.1,6.69,20,2,3,1,1,1
3,2006,7.11,8.21,55,29,21.359,4.97,15,1,5,2,1,1
3,2007,4.65,2.79,23,34,26.23,7.37,24,2,5,2,2,0
3,2008,6.76,3.16,32,31,22.06,3.67,14,2,5,1,4,1
3,2010,5.69,3.67,29,31,20.72,6.35,12,1,5,2,1,0
3,2011,6.76,5.22,18,30,22.761,6.15,19,1,5,1,1,1
3,2012,6.56,2.56,25,31,27.548,7.78,22,1,5,1,2,1
3,2013,4.89,3.83,30,33,23.424,2.99,15,2,3,1,4,1
3,2015,4.2,3.52,32,28,26.298,6.25,31,2,3,2,2,1
3,2017,8,3.33,27,27,25.46,3.27,22,1,5,1,1,0
3,2018,6.73,4,14,29,21.705,8.32,18,2,5,2,1,1
3,2019,6.07,4.28,40,26,23.83,9.51,12,1,5,2,1,1
3,2020,4.79,4.65,27,32,24.722,11.83,24,2,3,2,1,1
3,2021,5.62,4.27,34,31,23.147,2.76,14,2,5,1,2,1
3,2022,4.56,3.98,19,33,27.01,5.87,25,2,3,2,1,0
3,2023,5.68,5.63,36,32,26.84,7.83,24,1,5,2,1,1
3,2024,5.31,3.2,43,28,22.583,4.18,16,2,3,2,1,1
3,2025,7.06,4.31,32,25,23.873,3.21,12,2,5,1,2,1
3,2026,7.48,3,46,29,28.441,2.66,15,2,5,2,1,1
3,2027,5.47,2.9,26,32,26.037,2.9,18,1,5,2,1,1
3,2028,7,4.84,45,34,21.88,4.18,11,1,5,2,1,1
3,2029,6.38,5.02,26,28,19.228,6.51,14,1,5,2,1,0
3,2034,6.17,3.23,37,33,29.155,4.05,17,1,5,1,2,1
3,2035,5.33,4.92,23,27,20.449,4.88,15,1,5,1,4,0
3,2037,4.56,2.54,31,32,25.271,5.8,21,2,5,1,1,1
3,2038,6.94,3.34,32,33,23.51,5.64,14,1,5,2,4,1
3,2039,5.52,1.97,30,23,25.477,3.96,10,2,3,1,4,1
3,2040,6.52,4.74,48,32,21.333,5.6,14,1,5,2,1,1
3,2041,3.55,4.74,43,32,26.298,19.18,31,2,5,1,2,1
3,2042,6.71,4.13,29,29,22.231,5.68,16,2,3,2,4,0
3,2044,4.84,3.42,55,30,21.077,19.35,41,2,5,1,1,0
3,2045,5.9,4.19,28,26,26.107,6.34,27,1,5,2,1,1
3,2046,6.56,5.89,48,28,18.032,15.27,27,1,5,1,6,1
3,2047,6.48,4,27,30,20,5.52,12,1,5,1,1,0
3,2048,4.95,4.58,5,25,23.457,4.95,13,1,5,1,1,1
3,2049,6.18,5.8,28,28,26.444,5.92,24,2,3,1,1,1
3,2050,7.85,3.33,27,32,24.61,8.31,18,2,5,2,1,1
3,2051,5.55,3.63,37,27,19.724,9.55,23,1,5,2,1,1
3,2052,6.83,10.27,32,27,23.438,7.65,30,2,3,2,4,1
3,2053,4.85,3.8,33,33,27.055,6.95,20,2,5,2,2,1
3,2054,5.79,1.28,28,32,28.96,1.42,18,1,5,2,1,1
3,2055,6.11,1.74,21,30,24.841,2.09,10,2,3,2,1,1
3,2056,5.24,4.66,26,28,20.569,11.83,33,2,3,1,2,1
3,2057,5.02,11.14,68,23,25.594,10.02,22,2,3,2,2,1
3,2058,6.98,3.48,40,33,24.023,6.63,14,2,5,2,3,1
3,2059,2.62,1.06,4,29,20.285,5.74,16,2,5,1,2,1
3,2060,6.15,3.19,55,29,25.806,3.69,10,2,3,1,1,1
3,2061,6.27,7.23,44,29,24.444,24.2,32,1,5,1,2,1
3,2062,6.83,3.96,48,28,20.667,6.24,17,2,3,1,2,0
3,2063,5.61,6.78,37,30,22.408,6.33,21,2,5,1,1,1
3,2064,7.2,2.49,23,31,25.35,7.82,25,2,3,1,2,1
3,2065,5.68,3.17,45,30,23.438,7.96,16,2,3,2,1,0
3,2066,4.94,2.92,24,28,25.721,9.02,29,2,3,2,2,1
3,2067,3.47,6.17,46,29,27.391,18.12,38,1,5,1,2,1
3,2068,7.65,2.92,24,29,25.39,4.8,10,1,5,2,3,1
3,2069,6.34,2.7,25,23,29.43,3.04,19,2,3,1,4,1
3,2070,6.58,12.82,63,27,24.314,12.5,36,2,5,1,1,1
3,2074,4.94,3.26,16,30,22.507,5.84,16,2,3,1,4,1
3,2076,5.53,13.37,43,28,28.04,24,36,1,5,1,2,1
3,2077,5.63,4.91,65,29,29.412,13.08,34,1,5,1,1,1
3,2078,4.65,5.21,50,29,28.934,12.93,38,1,5,1,2,1
3,2080,6.04,3.83,27,27,22.6,6.16,11,2,5,2,1,1
3,2082,6.44,2.86,19,33,29.41,9.84,22,2,5,2,3,0
3,2083,3,11.26,21,23,24.97,5.46,18,2,3,1,1,0
3,2085,5.65,3.9,23,25,26.639,3.43,12,2,5,1,4,1
3,2086,5.16,5.35,14,34,28.125,6.75,20,2,3,2,4,0
3,2087,4.87,18.46,66,32,23.111,16.84,33,1,5,2,1,1
3,2088,4.47,3.03,37,28,24.034,4.17,13,2,3,1,2,1
3,2089,5.87,5.51,22,27,18.73,5.63,13,1,5,1,4,0
3,2091,6.23,5.09,27,26,26.973,7.68,25,1,5,1,2,0
3,2092,4.7,2.77,37,32,23.634,9.16,18,2,5,1,4,1
3,2093,5.23,2.44,28,31,28,4.83,23,2,5,1,1,0
3,2094,4.67,5.7,35,31,21.502,14.73,32,1,5,2,2,1
3,2095,4.54,2.32,23,31,26.482,13.62,24,1,5,2,2,1
3,2096,7.08,3.57,20,31,27.344,7.51,13,2,3,2,6,1
3,2097,6.29,1.37,28,28,25.53,7.28,20,1,5,1,1,1
3,2098,5.61,3.04,41,25,24.023,3.39,15,2,5,2,4,1
3,2100,7.31,2.72,22,30,20.658,4.85,9,2,5,1,1,1
3,2101,5.89,1.85,24,23,26.037,5.31,22,1,5,2,2,1
3,2102,6.71,6.07,35,29,19.98,6.91,12,2,5,1,4,1
3,2103,4.9,2.23,30,34,27.55,4.06,12,2,3,2,1,1
3,2104,5.28,4.55,27,29,23.683,3.84,10,2,3,1,4,1
3,2105,4.64,3.48,20,29,22.48,6.15,15,2,5,1,1,0
3,2107,6.49,8.69,27,28,24.558,11.55,29,2,3,2,1,1
3,2108,6.18,7.13,8,28,31.2,3.9,26,2,3,1,1,0
3,2109,4.88,4.51,24,29,20.96,6.22,18,1,5,2,1,0
3,2110,6.92,17.07,46,34,24.03,16.29,31,1,5,1,1,1
3,2111,5.68,8.82,25,29,31.229,7.47,20,2,5,1,1,1
3,2112,7.49,4.45,32,25,26.563,3.47,19,2,3,1,2,0
3,2113,6.96,3.83,23,30,22.59,7.18,18,2,5,1,2,1
3,2114,5.66,3.5,23,32,25.711,9.13,14,2,5,1,2,1
3,2115,6.65,3.77,34,32,27.11,4.45,16,1,5,2,1,1
3,2117,6.03,4.04,30,29,24.005,10.28,27,2,3,1,4,1
3,2119,4.81,1.71,14,31,23.624,4.23,7,1,5,2,4,1
3,2120,6.69,12.32,30,29,24.836,13.81,25,1,5,1,2,0
3,2122,5.28,5.37,41,28,24.088,8.21,20,2,5,1,4,1
3,2123,6.77,5.26,37,29,20.703,7.59,22,1,5,2,1,1
3,2124,7.34,10.39,31,25,22.348,6.48,23,2,3,2,6,1
3,2126,5.35,2.67,30,31,24.465,4.37,15,1,5,1,1,1
3,2127,5.66,10.64,55,33,27.239,11.65,16,1,5,1,2,0
3,2128,4.43,3.39,33,22,26.346,8.46,21,2,3,1,1,1
3,2130,6.85,7.02,36,31,18.671,7.72,18,2,5,2,1,1
3,2131,7.39,5.29,34,31,21.431,5.87,13,2,5,2,3,1
3,2132,7.63,6.52,47,27,24.387,9.2,18,2,5,1,4,1
3,2134,6.22,1.5,44,28,20.173,4.77,13,2,5,2,4,1
3,2135,6,3.31,6,29,31.24,4.15,32,2,5,2,1,1
3,2137,4.07,2.75,15,31,24.305,22.66,61,1,5,1,4,1
3,2138,4.46,5.47,37,30,25.283,7.6,15,1,5,1,2,1
3,2139,5.52,5.06,44,27,26.015,6.26,23,2,5,1,1,1
3,2140,6.59,6.03,23,28,25.391,5.22,21,2,5,1,4,0
3,2141,5.06,9.95,47,24,19.879,23.5,40,1,5,1,2,1
3,2143,6.05,4.4,54,27,23.533,6.11,15,2,5,1,4,1
3,2144,5.68,2.96,30,30,26.563,6.19,18,2,5,1,1,1
3,2145,5.21,5.17,53,29,22.719,8.73,27,2,5,1,1,1
3,2146,5.85,3.22,41,34,26.839,6.51,14,2,3,2,1,1
3,2147,8.2,5.48,29,30,25.61,8.38,13,2,5,2,1,1
3,2148,6.7,4.4,38,34,21.719,8.11,25,1,5,1,4,1
3,2149,5.35,3.36,25,29,21.644,10.56,17,2,5,1,3,1
3,2150,6.47,2.36,36,32,24.524,2.36,12,2,3,1,6,0
3,2152,4.48,3.57,70,31,21.333,4.45,24,1,5,1,1,0
3,2155,6.28,2.9,33,25,21.218,6.34,25,2,3,1,1,0
3,2156,6.61,4.24,41,32,23.14,7.81,22,2,5,2,1,1
3,2157,5.36,3.74,22,30,26.986,12.44,25,1,5,1,2,1
3,2158,7.02,3.77,27,27,25,10.03,27,2,5,2,1,1
3,2159,5.75,0.4,28,32,22.959,5.23,21,2,3,2,4,1
3,2160,5.21,12.51,28,26,20.569,12.93,35,1,5,2,2,0
3,2161,6.54,9.62,41,31,26.298,4.54,19,2,5,1,2,1
3,2162,7.8,3.22,12,27,28.07,4.5,12,1,5,2,1,1
3,2163,6,2.09,17,26,24.219,2.78,11,2,3,2,4,1
3,2164,5.64,2.83,33,32,23.712,7.48,19,1,5,2,1,1
3,2165,5.58,3.52,23,33,25.53,8.8,21,2,5,2,1,0
3,2166,4.63,3.01,23,30,27.62,5.87,13,2,5,2,5,1
3,2167,6.87,2.96,26,29,22.039,3.52,16,2,5,2,1,1
3,2168,6.03,4.48,27,31,24.889,9.05,19,2,5,1,1,1
3,2171,6.49,4.79,32,34,24.221,6.32,28,1,5,1,2,1
3,2172,5.16,2.18,12,25,22.06,4.76,12,2,3,1,4,0
3,2173,6.36,4.15,64,33,28.566,4.22,18,1,5,2,1,1
3,2174,5.08,1.71,38,34,32.05,11.95,17,1,5,1,1,0
3,2175,5.5,5.28,25,32,24.39,10.05,14,2,5,1,1,1
3,2176,5.98,4.93,30,32,24.167,8.9,25,1,5,2,3,1
3,2177,2.94,6.18,25,29,20.821,11.4,25,1,5,1,4,1
3,2178,6.5,5.25,32,28,19.141,8.1,20,2,3,1,1,1
3,2179,6.52,4.36,38,31,23.19,7.12,11,1,5,1,4,1
3,2180,3.99,5.49,35,29,20.642,10.23,18,1,5,1,2,1
3,2181,4.27,2.21,32,26,24.242,4.6,24,2,5,2,1,0
3,2182,6.27,6.46,32,32,24.56,7.65,17,2,5,2,2,0
3,2185,5.06,2.18,21,29,20.429,5.93,17,1,5,2,2,1
3,2186,3.74,3.42,19,30,26.84,10.45,23,2,3,2,2,1
3,2187,3.83,2.23,34,31,25.3,5.23,21,2,5,1,1,1
3,2188,5.57,12.09,24,29,25.07,6.24,26,2,5,1,1,1
3,2189,6.34,4.5,43,31,23.936,7.6,20,2,5,1,4,1
3,2191,4.39,3.34,23,32,27.34,3.55,23,2,3,1,1,1
3,2192,5.6,6.29,24,28,30.801,14.25,36,2,3,1,4,1
3,2193,4.67,6.83,25,27,21.926,5.77,17,2,3,1,1,0
3,2194,5.62,1.3,17,28,20.833,4.24,18,2,5,2,1,1
3,2195,4.74,3.86,23,30,29.97,5.39,24,2,5,2,1,0
3,2196,4.47,2.6,36,30,21.36,6.54,15,2,5,2,1,1
3,2197,6.06,3.31,39,31,24.435,8.01,12,2,5,1,1,0
3,2198,6.07,3.42,19,28,29.432,2.61,14,2,5,2,1,1
3,2199,4.82,4.2,5,23,24.527,23.5,33,1,5,1,2,1
3,2200,5.91,4.25,28,30,23.245,5.33,14,2,5,1,3,1
3,2201,5.41,2.01,50,29,27.636,18.81,21,2,3,1,2,1
3,2202,5.93,1.95,28,31,28,8.06,16,1,5,2,1,1
3,2203,5.46,3.92,17,29,26.058,6.73,24,2,5,1,4,1
3,2205,5.47,4.99,50,30,28.399,12.96,46,2,3,1,4,1
3,2206,3.8,20,1,27,23.44,8.28,28,2,3,2,3,0
3,2207,6.75,5.77,45,28,28.23,3.67,10,1,5,1,1,1
3,2208,5.13,4.86,44,29,26.53,7.78,13,1,5,2,1,0
3,2209,5.6,3.93,26,29,27.64,7.4,17,2,5,1,4,1
3,2210,4.83,4.61,19,31,19.628,7.68,25,1,5,1,4,1
3,2211,6.08,4.3,12,33,22.032,9.14,24,2,3,1,1,0
3,2212,3.98,1.52,26,26,34.77,9.47,21,1,5,2,1,0
3,2214,4.34,1.31,65,29,25.53,7.31,27,1,5,1,3,1
3,2216,6.04,6.7,54,26,25.97,12.24,41,1,5,1,2,1
3,2217,7.08,5.25,48,27,20.83,11.16,27,1,5,1,1,1
3,2219,5.78,6.27,58,30,24.238,5.82,17,2,5,1,1,1
3,2222,5.69,4.73,27,34,26.172,12.86,22,1,5,1,2,1
3,2223,5.64,3.92,22,30,26.56,5.74,14,2,3,1,2,0
3,2224,5.21,1.73,26,29,23.233,7.73,14,1,5,1,4,0
3,2225,4.62,2.1,45,30,23.125,7.83,20,1,5,2,2,1
3,2226,5.6,6.1,27,31,23.88,9.87,28,1,5,1,2,1
3,2227,7.15,6.28,34,34,21.19,4.02,13,2,3,2,1,1
3,2228,6.74,5.03,20,30,24.238,3.55,19,1,5,1,1,1
3,2229,6.36,13.17,22,28,21.338,9.35,24,2,5,1,2,1
3,2230,5.13,2.3,33,25,25.965,6.3,19,1,5,2,2,1
3,2231,4.26,2.92,36,28,26.101,8.84,24,2,5,2,1,1
3,2232,4.91,2.26,22,27,22.893,4.64,11,2,5,1,3,1
3,2233,5.12,3.82,14,27,20.604,7.45,14,2,3,1,1,1
3,2234,5.51,5.06,34,28,21.719,6.26,25,2,5,1,1,1
3,2235,4.78,3.23,16,24,24.219,13.24,25,1,5,1,2,1
3,2236,4.42,3.62,39,26,24.112,7.14,28,2,5,2,2,1
3,2237,5.51,3.23,37,30,20.324,4.24,19,2,5,1,1,1
3,2238,5.02,4.2,26,31,21.13,4.54,17,1,5,2,1,0
3,2239,6.55,4.75,25,28,21.34,5.39,23,1,5,1,1,1
3,2240,5.86,4.17,39,30,20.03,4.69,13,1,5,1,1,1
3,2241,4.98,6.09,57,31,20.812,4.86,21,2,5,1,1,1
3,2243,7.1,2.95,27,33,19.71,3.26,8,2,3,1,4,0
3,2244,6.34,3.02,18,33,22.07,7.36,14,2,5,2,1,1
3,2245,7.28,7.76,24,24,21.75,6.94,18,2,3,1,2,0
3,2247,4.13,2.95,36,30,25.149,11.22,26,2,5,2,2,1
3,2248,5.57,3.34,26,29,24.974,4.55,30,2,5,1,1,0
3,2249,5.678,3.95,35,25,25.16,12.56,31,2,5,1,1,0
3,2250,6.25,9.33,31,27,19.835,8.72,17,1,5,2,2,1
3,2251,3.47,2.6,25,31,23.125,7.78,19,1,5,2,3,1
3,2253,3.95,6.47,39,28,29.31,7.61,22,2,3,1,3,1
3,2254,5.37,3.03,20,32,22.6,3.37,10,1,5,2,1,1
3,2255,5.39,2.01,15,29,24.768,9.19,18,2,5,1,4,0
3,2256,3.11,1.04,19,32,21.631,6.2,14,2,3,2,1,1
3,2257,5.1,1.88,51,27,24.219,2.78,19,1,5,2,1,0
3,2258,5.07,5.87,23,27,23.62,6.09,26,1,5,1,4,0
3,2259,4.93,5.83,35,33,23.047,10.04,14,2,5,1,1,0
3,2260,5.49,3.13,12,30,30.024,3.45,13,2,3,2,1,0
3,2261,5.55,4.31,21,29,24.768,6.5,14,2,5,2,1,1
3,2263,4.25,2.47,59,27,26.913,6.48,23,2,5,2,1,1
3,2264,3.89,3.29,40,34,23.73,5.14,14,1,5,1,1,1
3,2265,5.65,2.19,36,23,23.197,5.8,14,1,5,2,1,1
3,2266,4.93,1.66,18,30,26.563,9,16,2,5,2,2,1
3,2267,4.55,2.66,26,33,25.299,5.46,18,2,5,2,1,1
3,2268,4.14,1.48,21,32,24.65,6.75,19,1,5,1,1,0
3,2269,4.74,2.33,41,31,35.75,6.02,26,2,5,1,2,1
3,2270,3.66,3.43,26,31,27.24,6.44,31,1,5,2,1,0
3,2271,4.19,2.73,29,34,28.13,3.88,16,2,3,2,1,1
3,2273,5.3,0.25,21,26,26.11,7.45,12,2,3,2,1,0
3,2274,4.05,1.87,41,31,27.73,5.08,12,1,5,2,1,1
3,2275,5.29,3.59,27,24,21.36,3.88,11,2,5,1,4,1
3,2276,4.33,1.83,26,31,25.97,3.18,27,1,5,2,1,1
3,2277,5.28,3.69,26,27,23.24,6.12,13,2,3,2,4,0
3,2278,4.06,0.84,28,29,22.48,7.73,28,1,5,2,2,1
3,2280,2.87,2.26,0,27,19.1,3.91,10,2,3,1,4,1
3,2281,5.35,1.42,20,30,21.88,2.51,7,2,3,2,1,1
3,2283,4.88,14.66,35,29,26.563,14.37,31,2,3,1,2,1
3,2285,5.25,3.22,20,31,27.005,4.25,18,1,5,2,4,1
3,2286,4,14.16,50,29,22.308,10.42,28,2,5,1,2,1
